,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,datetime,par1,par1_type,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pressure_atmosphere,pressure_atmosphere_out,pCO2,fCO2,aqueous_CO2,xCO2,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,longitude,latitude,fco2_air,fco2_sea,deltafco2,distance_to_shore,datenum,dayofyear,month,year,sc_fco2_air,ms_fco2_air
82,82,82,286,2015-09-30,395.7249440514469,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.431403054662375,16.605784501607715,0.0,0.0,408.94669285209005,10117.49041753501,67.21584358166918,0.0,0.0,27776.73180148224,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,388.48750037221697,387.11278279763445,13.866453587041436,395.7249440514469,0.03581960704742,1.1881093804857692e-06,7.842703617414617e-10,2.7423167198727453e-14,1.995055879295089e-09,0.1361642849544461,0.0027325184360531,0.0246773511791867,9.28791004872601e-07,1.0453745315202339e-09,2.9223537111404687e-10,2.9028616992094256e-10,2.283302616911799e-07,4.225040675023191e-07,6.561633705027917e-07,0.9964613968092026,0.981710038791886,0.7443733019289231,1e-07,1e-07,2.733051073954984,51.68577475884244,387.11278279763445,417.0941450160772,29.98136221844269,48.05984325759485,16708.0,273,9,2015,385.38392649069874,1.728856306935711
83,83,83,287,2015-10-31,398.5418796920116,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.408909788257944,15.5867435226179,0.0,0.0,408.6795371136808,10110.880887073974,67.17193297268581,0.0,0.0,27758.58588313952,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,391.7086443170769,390.3044914043704,14.41725285190671,398.5418796920116,0.0369348881246469,1.160607702186252e-06,7.541044964732888e-10,2.4882962312960988e-14,1.938525874880629e-09,0.1418033507117114,0.0027851178439235,0.024712600618758,9.101207647675306e-07,9.90443938014411e-10,2.799008825248153e-10,2.6733926874173745e-10,2.194810903698612e-07,4.224054741430176e-07,6.575373276585442e-07,0.9964154789467974,0.982850957309654,0.7481811167765132,1e-07,1e-07,2.8294923724735326,51.89656586140519,390.3044914043704,420.5675410972089,30.26304969283845,57.67746804117872,16739.0,304,10,2015,391.0135280876259,-0.7090366832554764
84,84,84,288,2015-11-30,401.4777292134832,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.51780468164794,14.119013258426966,0.0,0.0,409.9728973188871,10142.879090535003,67.3845139735043,0.0,0.0,27846.434299988607,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,395.2190240522475,393.7757943450592,15.194876933663291,401.4777292134831,0.0385875018823066,1.1226515824131636e-06,7.14552628119132e-10,2.157813861266537e-14,1.8623380369270887e-09,0.1506903812997715,0.0028697459403772,0.0247802628354939,8.847524465437429e-07,9.133230775602959e-10,2.6285385250361046e-10,2.363969069280081e-10,2.070646553751599e-07,4.243315466402831e-07,6.624815985571866e-07,0.9963482837245868,0.9844108006698604,0.7539754005158237,1e-07,1e-07,2.633537872659176,51.66507677902622,393.7757943450592,509.118738576779,115.34294423171984,50.56385276021991,16769.0,334,11,2015,395.885718586869,-2.1099242418098356
85,85,85,289,2015-12-31,405.5161546511628,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.989927906976746,10.706505279069768,0.0,0.0,403.7032294551496,9987.765219604558,66.35401043403583,0.0,0.0,27420.582017088745,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,400.4580606593922,398.9302432549082,17.212287290043427,405.5161546511628,0.0431452704984918,1.0281634665181813e-06,6.177376156282331e-10,1.5267090366403762e-14,1.677197437783998e-09,0.1718221056981029,0.0030381120516856,0.0247646715318042,8.174882943110462e-07,7.61942324697931e-10,2.2537950156519206e-10,1.7852820136606528e-10,1.795811705797888e-07,4.167635786938694e-07,6.555561606220996e-07,0.9961848556891444,0.9875266956653256,0.7654111707507655,9.999999999999998e-08,9.999999999999998e-08,4.468305813953489,53.844006744186046,398.9302432549082,413.0374804651163,14.107237210208126,94.64009505945944,16800.0,365,12,2015,399.9914604185307,-1.0612171636225298
86,86,86,290,2016-01-31,407.5637596958175,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.83803669201521,9.19785669201521,0.0,0.0,401.8991957963064,9943.132768541169,66.05749343964916,0.0,0.0,27298.04732007713,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,402.96059208716287,401.39273088082473,18.234887289048885,407.5637596958175,0.0454267414449686,9.88095417247538e-07,5.799413306332153e-10,1.311565766808986e-14,1.6018994016931595e-09,0.1828077744040876,0.0031224524123623,0.0247513266697066,7.888367919353724e-07,7.028007798920905e-10,2.1033387257602107e-10,1.5771335884315908e-10,1.6827377335521638e-07,4.144771865913129e-07,6.537837834953147e-07,0.9961092248969574,0.9887053270738918,0.7705946207234852,1e-07,1e-07,3.982801711026616,53.81665019011407,401.39273088082473,411.83206977186313,10.43933889103839,107.25249890067543,16831.0,31,1,2016,402.879319828963,-1.4865889481382624
87,87,87,291,2016-02-29,408.0187837974684,9.0,1.0,4.0,1.0,1.0,3.0,1.0,32.135254430379746,7.49953253164557,0.0,0.0,381.6750076202532,9442.77897267944,62.73337835871487,0.0,0.0,25924.36742319111,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,403.9161078758462,402.30954009967,19.54676570980553,408.0187837974684,0.0485856195545405,9.270575600810304e-07,5.20251736965605e-10,1.0651992731732152e-14,1.4860823300313803e-09,0.1899296052402593,0.0031299416060172,0.024395108907836,7.36999140277022e-07,6.254360224274255e-10,1.9173779710805767e-10,1.3729209968021864e-10,1.544705889949414e-07,3.912267112116003e-07,6.210570377537033e-07,0.9960225498174772,0.989944767368058,0.7724969804322154,1e-07,1e-07,3.593308101265823,53.49383316455696,402.30954009967,388.7408868354431,-13.568653264226946,96.67753264132062,16860.0,60,2,2016,404.3074728385981,-1.997932738928057
88,88,88,292,2016-03-31,408.7466236842105,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.42362105263158,7.646347807017545,0.0,0.0,396.9771220451128,9821.35886773079,65.24848496705265,0.0,0.0,26963.72716323588,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,404.601939269492,402.9958216683791,19.324553305467163,408.7466236842105,0.0479520840410222,9.443513428387554e-07,5.392814274440082e-10,1.1034174239060728e-14,1.5206090787539895e-09,0.1936641257321115,0.0031952402035326,0.0246776262898445,7.561977184776323e-07,6.41504142682695e-10,1.949396064106228e-10,1.3778691003745643e-10,1.566690708867542e-07,4.087751819528849e-07,6.47079853514976e-07,0.9960303790883164,0.9898600208625774,0.7752046832292386,1e-07,1e-07,3.2727351754385965,52.3885701754386,402.9958216683791,307.90815,-95.08767166837904,67.47244360776332,16891.0,91,3,2016,404.3828719572428,-1.3870502888636906
89,89,89,295,2016-06-30,405.3735240963856,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.47080722891567,13.00190361445783,0.0,0.0,409.4147018588641,10129.069131152504,67.29276710432866,0.0,0.0,27808.52020053048,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,399.4982826208403,398.0185135035256,15.903949928148378,405.3735240963856,0.0399578115541459,1.0926327339634834e-06,6.833923494246604e-10,1.9301695582114732e-14,1.80276721595024e-09,0.1576035729043914,0.0029299335782994,0.0248021681227037,8.639264843753928e-07,8.597567623249041e-10,2.502349061870213e-10,2.1543547188309987e-10,1.978478903726844e-07,4.237488020539865e-07,6.631240216971934e-07,0.9962959313351816,0.9855065980561571,0.7580914877427282,1e-07,1e-07,5.995455421686747,56.36321084337349,398.0185135035256,368.5436650602409,-29.47484844328469,132.79733970215068,16982.0,182,6,2016,396.4996259160363,1.5188875874893029
90,90,90,305,2017-04-30,412.4334897810219,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.67595700729927,9.770063781021898,0.0,0.0,399.97415222669446,9895.506488125371,65.74108685237367,0.0,0.0,27167.293312589365,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,407.6053992100586,406.0314705402453,18.090959009537595,412.4334897810219,0.0445554997495941,1.001110748204378e-06,5.90419922646746e-10,1.3775667706511267e-14,1.625003621726911e-09,0.1774893253278855,0.0030769088990886,0.0247270443777136,7.976335749816763e-07,7.255883778988369e-10,2.1551982964803252e-10,1.6495398497697378e-10,1.7231483534859e-07,4.121428625762301e-07,6.497412920927344e-07,0.9961385999131224,0.9882936679067228,0.7680088412093191,1e-07,1e-07,2.9708596788321167,51.561151751824816,406.0314705402453,193.65819635036496,-212.3732741898804,27.891755914670888,17286.0,120,4,2017,405.190381394599,0.8410891456463219
91,91,91,306,2017-05-31,412.2268623901582,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.512970281195074,9.77209072056239,0.0,0.0,409.9154784540799,10141.45852686588,67.37507641720912,0.0,0.0,27842.534260115503,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,407.34362156318286,405.7695092433424,18.08450249582996,412.22686239015815,0.0445575886887055,1.0090157812970703e-06,6.043775715735043e-10,1.435781876744896e-14,1.6448553478885495e-09,0.1823564014051601,0.0031302683922417,0.0248322181687995,8.048831580602532e-07,7.241970076570264e-10,2.1744706455666688e-10,1.677165953155007e-10,1.7324036966274634e-07,4.243161706549092e-07,6.677487720239079e-07,0.9961360592506732,0.9881517258207128,0.7705353678901395,1e-07,1e-07,4.206086824253076,54.27792666080843,405.7695092433424,332.08048418277684,-73.68902506056561,141.82782870484564,17317.0,151,5,2017,402.44952082442353,3.3199884189188538
92,92,92,307,2017-06-30,408.3992146198831,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.91518105263158,16.703674912280704,0.0,0.0,402.8154503879699,9965.801241506497,66.20809210297304,0.0,0.0,27360.28173473156,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,400.8720399581742,399.4550736782725,14.318398756894466,408.3992146198831,0.0358404433134053,1.1855464378685384e-06,7.782420464633625e-10,2.7552849488742123e-14,1.9881433976598068e-09,0.1342945211504801,0.0027019063507388,0.024586694241112,9.249419124954649e-07,1.0574333494951191e-09,2.928350449310998e-10,2.940524841284551e-10,2.290301948494014e-07,4.146470071657846e-07,6.443670614360565e-07,0.9964654635499742,0.9815657849594788,0.7427939924221271,1e-07,1e-07,2.898323479532164,51.57139988304094,399.4550736782725,409.7609649122807,10.305891234008122,31.16624710804185,17347.0,181,6,2017,398.67293927845753,0.7821343998149928
93,93,93,309,2017-08-31,397.0408074812967,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.61844139650873,17.420972568578556,0.0,0.0,411.1681739579623,10172.45067077644,67.5809736319712,0.0,0.0,27927.62062381144,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,389.38513629414985,388.02118852836696,13.564074679716049,397.0408074812967,0.0349563513480187,1.212092911310114e-06,8.128305609275165e-10,2.9830572808915727e-14,2.046284093067664e-09,0.1324053034880595,0.0027002960528153,0.0246725539255485,9.456712815740836e-07,1.091262082170272e-09,3.0283861862698065e-10,3.1065868247350377e-10,2.357321479708472e-07,4.250624976040017e-07,6.586285400678407e-07,0.9964972080858236,0.980718469481012,0.7416827180599233,1e-07,1e-07,4.44357867830424,54.9058144638404,388.02118852836696,403.4359476309227,15.414759102555683,193.52349503326587,17409.0,243,8,2017,388.55912141209535,-0.5379328837283879
94,94,94,317,2018-04-30,415.1283637681159,9.0,1.0,4.0,1.0,1.0,3.0,1.0,32.78652173913044,7.104153623188406,0.0,0.0,389.41020248447205,9634.150516414618,64.00476080819983,0.0,0.0,26449.762143165823,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,411.07140611182,409.4280003765687,20.074429925958984,415.1283637681159,0.0490303822389249,9.258459306374008e-07,5.191829594724085e-10,1.0320763655158564e-14,1.484288779118231e-09,0.1950547138776963,0.0031923389675994,0.0245945998231839,7.420423615093723e-07,6.305874028915885e-10,1.8944669588336488e-10,1.320095781269668e-10,1.5273303782211972e-07,3.991721137808896e-07,6.330854239294901e-07,0.9960021415574613,0.990227221596178,0.7750841756870701,1e-07,1e-07,3.0192010579710145,51.56816101449275,409.4280003765687,279.7397217391304,-129.68827863743826,27.53279452295976,17651.0,120,4,2018,407.34497080888445,2.083029567684264
95,95,95,318,2018-05-31,415.0511682926829,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.43382113821138,10.224839837398374,0.0,0.0,408.9754127758421,10118.200958929358,67.2205640842098,0.0,0.0,27778.682534018688,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,410.033697124629,408.4594774708537,17.862844403271872,415.05116829268286,0.0437302559539006,1.0195238626319877e-06,6.122186835656512e-10,1.4658100884185597e-14,1.6626631751546992e-09,0.1774074844031844,0.0030934197207495,0.0248322491931018,8.124468679920699e-07,7.380956510733002e-10,2.2103220087432126e-10,1.7136048433244943e-10,1.7611116954341884e-07,4.232961987667356e-07,6.658862691499126e-07,0.9961608362515466,0.9879106001812868,0.7685794968948004,1e-07,1e-07,2.628318130081301,51.653918373983736,408.4594774708537,252.79917398373985,-155.6603034871139,49.76038961908985,17682.0,151,5,2018,404.6145710798608,3.8449063909928896
96,96,96,319,2018-06-30,409.6827,9.0,1.0,4.0,1.0,1.0,3.0,1.0,32.62814,16.08129,0.0,0.0,387.5290799428572,9587.610858259512,63.695573227702965,0.0,0.0,26321.991367078248,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,402.4299579260609,400.9964878553883,14.734575029635293,409.6827,0.03674489796267,1.1551209710794332e-06,7.363151870599566e-10,2.5304378425194227e-14,1.9205926352171148e-09,0.1341584265880173,0.0026689324704772,0.0243922756749124,8.98859164164901e-07,1.0309315335300911e-09,2.8307909079876236e-10,2.8050548181464486e-10,2.227903654392689e-07,3.9568292064802294e-07,6.174464994941336e-07,0.9964379638184492,0.9822966845465062,0.7422106046419288,1e-07,1e-07,6.179926,53.61317,400.9964878553883,380.8526,-20.1438878553883,22.504706518513625,17712.0,181,6,2018,400.84619386397264,0.15029399141565136
97,97,97,320,2018-07-31,406.2415835443038,9.0,1.0,4.0,1.0,1.0,3.0,1.0,32.41335443037975,18.23742025316456,0.0,0.0,384.9780410488247,9524.497225073908,63.27627595921015,0.0,0.0,26148.71811554392,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,397.9867563862066,396.6068295618536,13.706330544657254,406.2415835443038,0.0345563820369702,1.2095718444432824e-06,7.949678215833754e-10,3.103700088029968e-14,2.033113609095045e-09,0.1230632891564882,0.0025528429846753,0.0242431305067155,9.331288610456756e-07,1.1552213142634919e-09,3.0951922561138785e-10,3.3548372940926233e-10,2.418031138703171e-07,3.91679223432541e-07,6.084437345321742e-07,0.9965328528607196,0.9796775203086032,0.7340306794969026,9.999999999999998e-08,9.999999999999998e-08,2.864457196202532,51.61723212025316,396.6068295618536,421.8481066455696,25.241277083716,36.75581425593686,17743.0,212,7,2018,396.06896552280654,0.537864039047065
98,98,98,321,2018-08-31,400.0459956946455,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.81011551155115,18.570177604920406,0.0,0.0,401.5675719471947,9934.928273495094,66.00298663678355,0.0,0.0,27275.522558594144,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,391.3841355137809,390.0498738427312,12.877271685950353,400.0459956946455,0.0330132149748509,1.261977596159432e-06,8.654190427653583e-10,3.622699429731548e-14,2.150543944251144e-09,0.120039778233634,0.0025554140675158,0.0244168015496274,9.744791117965831e-07,1.2336879147438516e-09,3.3000453346714e-10,3.731443732206721e-10,2.5531340243439066e-07,4.119077853938444e-07,6.357837387275477e-07,0.996547042503158,0.9778535452491396,0.7318607622319713,1e-07,1e-07,3.9897810408827774,53.77054696454414,390.0498738427312,424.7646345513748,56.892617741427244,102.54527418349218,17774.0,243,8,2018,390.7411790863041,-0.6913052435729128
99,99,99,322,2018-09-30,402.3542619005329,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.54153465346535,16.832838632326823,0.0,0.0,410.2547415841584,10149.85202051087,67.43083883779589,0.0,0.0,27865.577901595032,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,394.9604165508394,393.5855813945056,13.5642609480349,402.3542619005328,0.0344614422531121,1.224563231630258e-06,8.264432762596303e-10,3.117759238872694e-14,2.072236430804658e-09,0.1296632459337612,0.0026713453284356,0.0246351718045172,9.535517493856966e-07,1.1201759712138962e-09,3.0896060798448744e-10,3.2328663328271823e-10,2.401250911745746e-07,4.237801993394098e-07,6.559905685940037e-07,0.9964707346013856,0.9801146104336969,0.7396533357295283,1e-07,1e-07,4.284711813499112,53.97816305062167,393.5855813945056,404.60465848134993,30.43617825895982,113.72437973256578,17804.0,273,9,2018,391.84444979990394,1.7411315946016543
100,100,100,323,2018-10-31,406.453425041006,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.62070684931507,15.344075259704756,0.0,0.0,411.1950810645793,10173.11636241332,67.585396173836,0.0,0.0,27929.44822505414,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,399.0334770182943,397.6224236152728,14.205135487741885,406.453425041006,0.0357246615097322,1.1916146054851774e-06,7.894862528279136e-10,2.7656424702068862e-14,2.0030634405405567e-09,0.1363367847855076,0.0027389448255711,0.0247078028138878,9.32008475988943e-07,1.0467553342340423e-09,2.932072139860991e-10,2.9126523903402966e-10,2.289099320659421e-07,4.253399511905666e-07,6.602470172639652e-07,0.9964034122771712,0.9816495373710874,0.744575389630228,1e-07,1e-07,3.528509028157463,53.03453702022964,397.6224236152728,413.7031222252597,27.839889316234125,81.15777071949704,17835.0,304,10,2018,397.47064328378707,0.15178033148572467
101,101,101,324,2018-11-30,410.55356604402937,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.799387351778655,12.666441894596398,0.0,0.0,413.31729491812536,10225.62070760674,67.93421032717211,0.0,0.0,28073.594555286625,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,405.8590107554659,404.3426957309924,16.473335545503456,410.55356604402937,0.0407408956785689,1.0779664171565109e-06,6.709360176701366e-10,1.815626434102061e-14,1.775617551936473e-09,0.1632487130231321,0.0029863048205045,0.0248654760613639,8.547140544903678e-07,8.248614110715751e-10,2.4332129529008735e-10,2.0338305640315326e-10,1.925685937418373e-07,4.28753159002828e-07,6.714715553046361e-07,0.9962797950402204,0.9861307278934148,0.7615299430680542,1e-07,1e-07,3.9330332728485655,53.2764940293529,404.3426957309924,391.2223249499666,-9.068258774470673,64.22234134381925,17865.0,334,11,2018,402.3367080294207,2.005987701571655
102,102,102,325,2018-12-31,413.105043220339,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.29915254237288,9.322501694915257,0.0,0.0,407.3759346246974,10078.629285774596,66.95766851591497,0.0,0.0,27670.041783516896,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,408.41397772120297,406.82773943547016,18.333652046241976,413.105043220339,0.0450645242917979,9.952043885887447e-07,5.886914103559501e-10,1.3288790908273246e-14,1.616406936936123e-09,0.183453149789745,0.0031400560912925,0.0248233779264579,7.951420466506059e-07,7.023305098126025e-10,2.1181313229286357e-10,1.5823560254348002e-10,1.6923122658713424e-07,4.212808483561096e-07,6.638567777882461e-07,0.996116114321664,0.9886442527591834,0.7715084559187007,1e-07,1e-07,2.9626882627118643,51.56688076271186,406.82773943547016,394.34080508474574,-12.486934350724406,28.69948013199257,17896.0,365,12,2018,406.43363352333057,0.3941059121395938
103,103,103,326,2019-01-31,415.3285824742268,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.47477663230241,6.468240549828179,0.0,0.0,397.58470417280313,9836.39067129399,65.3483491937885,0.0,0.0,27004.995734673703,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,411.4379881710632,409.77916724944447,20.47984660171899,415.3285824742268,0.0499767316906725,9.160577796871686e-07,5.150946222006206e-10,9.810261582658808e-15,1.469637498322448e-09,0.2038859631742373,0.0032754179445089,0.0246885647937658,7.366442850400146e-07,6.036910863589732e-10,1.8462248476034312e-10,1.2477990166101483e-10,1.4870231965140708e-07,4.090921490023386e-07,6.484345358120685e-07,0.995968265444646,0.9906324970251216,0.7795370738862205,1e-07,1e-07,2.899132817869416,51.62660240549828,409.77916724944447,394.5199020618557,-15.259265187588817,36.57000222145333,17927.0,31,1,2019,409.310767209451,0.4684000399934689
104,104,104,327,2019-02-28,416.0044377104377,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.45649632996633,7.430624158249159,0.0,0.0,409.2447292676287,10124.86394721747,67.26482984183127,0.0,0.0,27796.975216397168,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,411.8490572617886,410.2095266232009,19.697891501130847,416.0044377104377,0.0480189558002348,9.482544446008364e-07,5.476507019717755e-10,1.0958975266683444e-14,1.5308715153910115e-09,0.2000417516685341,0.0032709219861096,0.0248396270564441,7.618932980524433e-07,6.293763004822526e-10,1.9408424548205628e-10,1.3451163213931368e-10,1.5564518066616312e-07,4.234292010289613e-07,6.690149831684034e-07,0.9960191028199494,0.990011256274036,0.7791419430113403,1e-07,1e-07,2.8098581144781147,51.60809464646465,410.2095266232009,398.64298787878784,-11.566538744413002,37.93050345603305,17955.0,59,2,2019,410.70059321469347,-0.4910665914925971
105,105,105,328,2019-03-31,416.5611859675037,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.461890694239294,9.052528803545052,0.0,0.0,409.3087989027221,10126.449053370528,67.27536054093227,0.0,0.0,27801.32699402911,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,411.91743640050623,410.3119925052689,18.63945425804817,416.5611859675037,0.0454274944864604,9.896247633616002e-07,5.845421822201112e-10,1.294985805883546e-14,1.6066810831402962e-09,0.1863205208820815,0.0031664048860955,0.0248470899198063,7.915389656387476e-07,6.899236227777348e-10,2.0933469172935166e-10,1.5444659285384705e-10,1.6728279133402274e-07,4.236804142219641e-07,6.677538001710512e-07,0.996102511226314,0.988852180125505,0.7730310246190367,9.999999999999998e-08,9.999999999999998e-08,2.661795134416544,51.64556169867061,410.3119925052689,279.3220748892171,-130.98991761605168,47.64196574020515,17986.0,90,3,2019,410.81257988408447,-0.5005873788155668
106,106,106,329,2019-04-30,416.83395256410256,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.60694871794872,10.355871794871796,0.0,0.0,399.1545309157509,9875.22875778931,65.60637115764983,0.0,0.0,27111.622483772822,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,411.7593188033407,410.18136374618337,17.932822124658426,416.83395256410256,0.0437191755371993,1.0155109830780808e-06,6.03405546646509e-10,1.4606801953453195e-14,1.651736171678019e-09,0.1728511541547252,0.0030373598398272,0.0247106810548277,8.075215623005434e-07,7.4985925439901e-10,2.2128067644533286e-10,1.7337752019183742e-10,1.766907614454997e-07,4.11158267852656e-07,6.476387674924082e-07,0.9961677760436458,0.9878257619756654,0.765636176332122,1e-07,1e-07,2.7896373666666663,51.61510330769231,410.18136374618337,162.78858461538462,-247.3927791307988,39.383282128375775,18016.0,120,4,2019,409.49946957604374,0.6818941701396284
107,107,107,330,2019-05-31,416.2191415652174,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.19004057971014,11.430310724637682,0.0,0.0,394.20285339958593,9752.722449030278,64.79249691141942,0.0,0.0,26775.29156158173,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,410.7734875368191,409.2209271796237,17.31990142744228,416.2191415652174,0.0423231436037916,1.0392064524210135e-06,6.234181728514304e-10,1.6188044071296432e-14,1.695129599345038e-09,0.1638323150545043,0.0029509732635309,0.0246266092642951,8.22563289372579e-07,7.982945434945816e-10,2.3179818564139776e-10,1.9035467009103783e-10,1.847677578703143e-07,4.0504080590046425e-07,6.373381131303548e-07,0.9962204290524448,0.9869160023944272,0.7605382975366594,1e-07,1e-07,3.183929180289855,51.75587954782608,409.2209271796237,174.25838585507248,-234.96254132455127,29.2852768190792,18047.0,151,5,2019,406.7795441519889,2.4413830276347994
108,108,108,331,2019-06-30,412.0159861111112,9.0,1.0,4.0,1.0,1.0,3.0,1.0,33.97031777777778,13.532376388888888,0.0,0.0,403.4703171492063,9982.002884159145,66.31572818992392,0.0,0.0,27404.76200247919,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,405.8310880648724,404.3379878030639,15.937092625412951,412.0159861111111,0.0394151582276859,1.101809336285872e-06,6.89457902641488e-10,2.0189572470349588e-14,1.8188313137452367e-09,0.152611002359981,0.0028736037654199,0.0247093213147264,8.68536041351486e-07,8.901882593223495e-10,2.554979043413906e-10,2.258483573412656e-10,2.019780315386385e-07,4.162003897550571e-07,6.512029898484103e-07,0.9963208877329498,0.9849886918894692,0.7547959188720953,1e-07,1e-07,4.240841333333333,54.77108472222223,404.3379878030639,419.1165333333333,14.778545530269504,185.84199035494208,18077.0,181,6,2019,403.019389502333,1.3185983007309119
109,109,109,332,2019-07-31,403.988354961832,9.0,1.0,4.0,1.0,1.0,3.0,1.0,34.239386503067486,18.1542852185982,0.0,0.0,406.6660848378616,10061.06734300374,66.84099523533243,0.0,0.0,27621.82692448291,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,397.1948256788418,395.8203979163165,13.480054602351618,403.988354961832,0.0340529682455717,1.234371298794797e-06,8.355795579519e-10,3.2473682430399246e-14,2.0919231874426436e-09,0.1264930228189996,0.0026328704791403,0.0245625946763253,9.588058764206645e-07,1.1531392097194487e-09,3.146691413653083e-10,3.366018225496288e-10,2.443390423692014e-07,4.189525736276584e-07,6.480695757181087e-07,0.9965293651364489,0.9795042395678988,0.7371793374453378,1.0000000000000001e-07,1.0000000000000001e-07,3.281701238723109,52.86651096460792,395.8203979163165,422.31536155447606,31.424676930309296,93.4418202309682,18108.0,212,7,2019,398.24809567097265,-2.427697754656151
111,111,111,334,2019-09-30,403.95355886075953,9.0,1.0,4.0,1.0,1.0,3.0,1.0,35.024706577181206,16.746754797468355,0.0,0.0,415.9934435466923,10291.829601280851,68.37407104927388,0.0,0.0,28255.36558807865,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,396.05833342195103,394.67864145345584,13.587960171041177,403.95355886075953,0.0344278023360469,1.227938255606993e-06,8.33738853420436e-10,3.1201262400661995e-14,2.0812066220596275e-09,0.1311548564128198,0.002697796200424,0.0247208252546261,9.580056562733157e-07,1.110644521036569e-09,3.0884773941811865e-10,3.2047523535896287e-10,2.39747857378933e-07,4.31177147850101e-07,6.669937922093201e-07,0.9964672570695908,0.980212392148469,0.7409246478878546,1e-07,1e-07,3.809598574683545,53.943325367088605,394.67864145345584,428.895397721519,44.4486350566113,125.12671640701627,18169.0,273,9,2019,393.93551782623126,0.7431236272245769
